t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.7950,1.197808,-0.991025,1.699224,1.197804,-0.991021,1.699219
1.8000,1.198104,-0.991328,1.699747,1.198099,-0.991324,1.699741
1.8050,1.198387,-0.991617,1.700267,1.198382,-0.991613,1.700262
1.8100,1.198656,-0.991893,1.700786,1.198651,-0.991889,1.700780
1.8150,1.198913,-0.992155,1.701302,1.198908,-0.992151,1.701297
1.8200,1.199157,-0.992404,1.701817,1.199152,-0.992401,1.701812
1.8250,1.199388,-0.992641,1.702330,1.199383,-0.992637,1.702325
1.8300,1.199606,-0.992864,1.702841,1.199601,-0.992860,1.702836
1.8350,1.199811,-0.993074,1.703351,1.199806,-0.993070,1.703345
1.8400,1.200004,-0.993271,1.703858,1.199999,-0.993267,1.703853
1.8450,1.200185,-0.993455,1.704364,1.200180,-0.993451,1.704359
1.8500,1.200353,-0.993626,1.704868,1.200348,-0.993623,1.704863
1.8550,1.200508,-0.993785,1.705371,1.200503,-0.993781,1.705365
1.8600,1.200651,-0.993931,1.705871,1.200646,-0.993927,1.705866
1.8650,1.200782,-0.994064,1.706370,1.200777,-0.994060,1.706364
1.8700,1.200901,-0.994185,1.706867,1.200896,-0.994181,1.706861
