t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.5850,-0.056764,-0.459379,1.503802,-0.056764,-0.459379,1.503802
1.5900,-0.055167,-0.461951,1.502951,-0.055167,-0.461951,1.502951
1.5950,-0.053564,-0.464525,1.502095,-0.053564,-0.464525,1.502095
1.6000,-0.051958,-0.467102,1.501237,-0.051958,-0.467102,1.501237
1.6050,-0.050347,-0.469682,1.500375,-0.050347,-0.469682,1.500375
1.6100,-0.048732,-0.472264,1.499509,-0.048732,-0.472264,1.499509
1.6150,-0.047113,-0.474849,1.498641,-0.047113,-0.474849,1.498641
1.6200,-0.045490,-0.477436,1.497769,-0.045490,-0.477436,1.497769
1.6250,-0.043863,-0.480025,1.496894,-0.043863,-0.480025,1.496894
1.6300,-0.042232,-0.482618,1.496016,-0.042232,-0.482618,1.496016
1.6350,-0.040598,-0.485212,1.495135,-0.040598,-0.485212,1.495135
1.6400,-0.038960,-0.487810,1.494250,-0.038960,-0.487810,1.494250
1.6450,-0.037318,-0.490409,1.493363,-0.037318,-0.490409,1.493363
1.6500,-0.035673,-0.493011,1.492473,-0.035673,-0.493011,1.492473
1.6550,-0.034024,-0.495615,1.491580,-0.034024,-0.495615,1.491580
1.6600,-0.032372,-0.498221,1.490683,-0.032372,-0.498221,1.490683
1.6650,-0.030717,-0.500830,1.489785,-0.030717,-0.500830,1.489785
1.6700,-0.029058,-0.503440,1.488883,-0.029058,-0.503440,1.488883
1.6750,-0.027396,-0.506052,1.487979,-0.027396,-0.506052,1.487979
1.6800,-0.025730,-0.508666,1.487072,-0.025730,-0.508666,1.487072
1.6850,-0.024062,-0.511281,1.486162,-0.024062,-0.511281,1.486162
1.6900,-0.022390,-0.513898,1.485250,-0.022390,-0.513897,1.485250
1.6950,-0.020715,-0.516515,1.484335,-0.020715,-0.516515,1.484335
1.7000,-0.019037,-0.519135,1.483418,-0.019037,-0.519135,1.483418
1.7050,-0.017355,-0.521755,1.482498,-0.017355,-0.521755,1.482498
1.7100,-0.015671,-0.524376,1.481576,-0.015671,-0.524376,1.481576
1.7150,-0.013984,-0.526998,1.480652,-0.013984,-0.526998,1.480652
1.7200,-0.012294,-0.529621,1.479725,-0.012294,-0.529621,1.479725
1.7250,-0.010601,-0.532244,1.478796,-0.010601,-0.532244,1.478796
1.7300,-0.008905,-0.534868,1.477865,-0.008905,-0.534868,1.477865
1.7350,-0.007207,-0.537493,1.476931,-0.007207,-0.537493,1.476931
1.7400,-0.005506,-0.540118,1.475996,-0.005506,-0.540118,1.475996
1.7450,-0.003803,-0.542744,1.475058,-0.003803,-0.542744,1.475058
1.7500,-0.002097,-0.545370,1.474119,-0.002097,-0.545370,1.474119
1.7550,-0.000389,-0.547996,1.473177,-0.000389,-0.547996,1.473177
1.7600,0.001321,-0.550623,1.472233,0.001321,-0.550623,1.472233
1.7650,0.003033,-0.553251,1.471288,0.003033,-0.553251,1.471288
1.7700,0.004748,-0.555878,1.470341,0.004748,-0.555878,1.470341
1.7750,0.006464,-0.558506,1.469391,0.006464,-0.558506,1.469391
1.7800,0.008181,-0.561135,1.468440,0.008181,-0.561135,1.468440
1.7850,0.009901,-0.563764,1.467488,0.009901,-0.563764,1.467488
1.7900,0.011622,-0.566394,1.466533,0.011622,-0.566394,1.466533
1.7950,0.013344,-0.569024,1.465577,0.013344,-0.569024,1.465577
1.8000,0.015068,-0.571654,1.464619,0.015068,-0.571654,1.464619
1.8050,0.016793,-0.574286,1.463660,0.016793,-0.574285,1.463660
1.8100,0.018519,-0.576917,1.462699,0.018519,-0.576917,1.462699
1.8150,0.020246,-0.579550,1.461736,0.020246,-0.579550,1.461736
